@relation answerExp9
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"HUM:ind" , "what" , "is" , "a" , "person" , "what is" , "is a" , "what a" , "what person" , "is person" , "a person" 
"LOC:other" , "where" , "was" , "helium" , "first" , "where was" , "was helium" , "where helium" , "where first" , "was first" , "helium first" 
"HUM:ind" , "who" , "made" , "the" , "musical" , "who made" , "made the" , "who the" , "who musical" , "made musical" , "the musical" 
"HUM:ind" , "what" , "french" , "designer" , "declared" , "what french" , "french designer" , "what designer" , "what declared" , "french declared" , "designer declared" 
"NUM:date" , "what" , "season" , "is" , "the" , "what season" , "season is" , "what is" , "what the" , "season the" , "is the" 
"HUM:ind" , "what" , "comedian" , "was" , "banned" , "what comedian" , "comedian was" , "what was" , "what banned" , "comedian banned" , "was banned" 
"LOC:country" , "what" , "country" , "is" , "the" , "what country" , "country is" , "what is" , "what the" , "country the" , "is the" 
"HUM:ind" , "what" , "apollo" , "astronaut" , "minded" , "what apollo" , "apollo astronaut" , "what astronaut" , "what minded" , "apollo minded" , "astronaut minded" 
"NUM:money" , "what" , "is" , "the" , "current" , "what is" , "is the" , "what the" , "what current" , "is current" , "the current" 
"LOC:mount" , "what" , "is" , "the" , "second" , "what is" , "is the" , "what the" , "what second" , "is second" , "the second" 
"HUM:ind" , "what" , "good" , "little" , "witch" , "what good" , "good little" , "what little" , "what witch" , "good witch" , "little witch" 
"HUM:ind" , "what" , "was" , "the" , "nickname" , "what was" , "was the" , "what the" , "what nickname" , "was nickname" , "the nickname" 
"NUM:date" , "what" , "month" , "date" , "and" , "what month" , "month date" , "what date" , "what and" , "month and" , "date and" 
"NUM:count" , "how" , "many" , "cubic" , "feet" , "how many" , "many cubic" , "how cubic" , "how feet" , "many feet" , "cubic feet" 
"LOC:other" , "what" , "the" , "world" , "largest" , "what the" , "the world" , "what world" , "what largest" , "the largest" , "world largest" 
"LOC:country" , "what" , "three" , "european" , "countries" , "what three" , "three european" , "what european" , "what countries" , "three countries" , "european countries" 
"NUM:count" , "how" , "many" , "earthworms" , "are" , "how many" , "many earthworms" , "how earthworms" , "how are" , "many are" , "earthworms are" 
"NUM:other" , "what" , "is" , "the" , "average" , "what is" , "is the" , "what the" , "what average" , "is average" , "the average" 
"HUM:ind" , "who" , "the" , "founder" , "and" , "who the" , "the founder" , "who founder" , "who and" , "the and" , "founder and" 
"NUM:date" , "in" , "what" , "year" , "did" , "in what" , "what year" , "in year" , "in did" , "what did" , "year did" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"LOC:other" , "what" , "the" , "world" , "longest" , "what the" , "the world" , "what world" , "what longest" , "the longest" , "world longest" 
"LOC:city" , "what" , "asian" , "city" , "boasts" , "what asian" , "asian city" , "what city" , "what boasts" , "asian boasts" , "city boasts" 
"NUM:date" , "when" , "will" , "jean" , "aeul" , "when will" , "will jean" , "when jean" , "when aeul" , "will aeul" , "jean aeul" 
"HUM:ind" , "what" , "famous" , "soldier" , "was" , "what famous" , "famous soldier" , "what soldier" , "what was" , "famous was" , "soldier was" 
"LOC:city" , "what" , "were" , "the" , "first" , "what were" , "were the" , "what the" , "what first" , "were first" , "the first" 
"LOC:other" , "what" , "constellation" , "contains" , "the" , "what constellation" , "constellation contains" , "what contains" , "what the" , "constellation the" , "contains the" 
"NUM:count" , "how" , "many" , "meters" , "are" , "how many" , "many meters" , "how meters" , "how are" , "many are" , "meters are" 
"LOC:other" , "what" , "famed" , "london" , "criminal" , "what famed" , "famed london" , "what london" , "what criminal" , "famed criminal" , "london criminal" 
"NUM:count" , "how" , "many" , "milligrams" , "are" , "how many" , "many milligrams" , "how milligrams" , "how are" , "many are" , "milligrams are" 
"LOC:other" , "where" , "did" , "he" , "get" , "where did" , "did he" , "where he" , "where get" , "did get" , "he get" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "what" , "is" , "michael" , "jackson" , "what is" , "is michael" , "what michael" , "what jackson" , "is jackson" , "michael jackson" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"NUM:period" , "how" , "long" , "is" , "human" , "how long" , "long is" , "how is" , "how human" , "long human" , "is human" 
"LOC:other" , "where" , "does" , "mother" , "angelica" , "where does" , "does mother" , "where mother" , "where angelica" , "does angelica" , "mother angelica" 
"NUM:other" , "what" , "the" , "population" , "of" , "what the" , "the population" , "what population" , "what of" , "the of" , "population of" 
"HUM:ind" , "who" , "started" , "the" , "dominos" , "who started" , "started the" , "who the" , "who dominos" , "started dominos" , "the dominos" 
"NUM:period" , "how" , "old" , "is" , "jeremy" , "how old" , "old is" , "how is" , "how jeremy" , "old jeremy" , "is jeremy" 
"HUM:ind" , "which" , "nba" , "players" , "had" , "which nba" , "nba players" , "which players" , "which had" , "nba had" , "players had" 
"NUM:count" , "how" , "many" , "colored" , "squares" , "how many" , "many colored" , "how colored" , "how squares" , "many squares" , "colored squares" 
"LOC:other" , "where" , "is" , "the" , "mayo" , "where is" , "is the" , "where the" , "where mayo" , "is mayo" , "the mayo" 
"LOC:other" , "what" , "caribbean" , "island" , "is" , "what caribbean" , "caribbean island" , "what island" , "what is" , "caribbean is" , "island is" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "who" , "is" , "the" , "famous" , "who is" , "is the" , "who the" , "who famous" , "is famous" , "the famous" 
"LOC:city" , "what" , "australian" , "city" , "became" , "what australian" , "australian city" , "what city" , "what became" , "australian became" , "city became" 
"HUM:ind" , "name" , "randy" , "craft" , "lawyer" , "name randy" , "randy craft" , "name craft" , "name lawyer" , "randy lawyer" , "craft lawyer" 
"LOC:other" , "what" , "river" , "does" , "the" , "what river" , "river does" , "what does" , "what the" , "river the" , "does the" 
"NUM:other" , "how" , "often" , "are" , "quadruplets" , "how often" , "often are" , "how are" , "how quadruplets" , "often quadruplets" , "are quadruplets" 
"NUM:count" , "how" , "many" , "presidents" , "have" , "how many" , "many presidents" , "how presidents" , "how have" , "many have" , "presidents have" 
"HUM:ind" , "what" , "is" , "a" , "person" , "what is" , "is a" , "what a" , "what person" , "is person" , "a person" 
"HUM:ind" , "who" , "portrayed" , "vincent" , "van" , "who portrayed" , "portrayed vincent" , "who vincent" , "who van" , "portrayed van" , "vincent van" 
"LOC:other" , "what" , "is" , "a" , "reliable" , "what is" , "is a" , "what a" , "what reliable" , "is reliable" , "a reliable" 
"NUM:date" , "what" , "season" , "begins" , "with" , "what season" , "season begins" , "what begins" , "what with" , "season with" , "begins with" 
"HUM:ind" , "who" , "was" , "known" , "as" , "who was" , "was known" , "who known" , "who as" , "was as" , "known as" 
"LOC:other" , "where" , "did" , "cable" , "cars" , "where did" , "did cable" , "where cable" , "where cars" , "did cars" , "cable cars" 
"LOC:other" , "what" , "is" , "george" , "lucas" , "what is" , "is george" , "what george" , "what lucas" , "is lucas" , "george lucas" 
"HUM:ind" , "who" , "is" , "the" , "father" , "who is" , "is the" , "who the" , "who father" , "is father" , "the father" 
"HUM:ind" , "who" , "said" , "old" , "soldiers" , "who said" , "said old" , "who old" , "who soldiers" , "said soldiers" , "old soldiers" 
"NUM:dist" , "how" , "long" , "were" , "tyrannosaurus" , "how long" , "long were" , "how were" , "how tyrannosaurus" , "long tyrannosaurus" , "were tyrannosaurus" 
"HUM:ind" , "who" , "the" , "only" , "man" , "who the" , "the only" , "who only" , "who man" , "the man" , "only man" 
"LOC:city" , "what" , "kenyan" , "city" , "is" , "what kenyan" , "kenyan city" , "what city" , "what is" , "kenyan is" , "city is" 
"HUM:ind" , "what" , "is" , "the" , "name" , "what is" , "is the" , "what the" , "what name" , "is name" , "the name" 
"LOC:state" , "what" , "four" , "states" , "have" , "what four" , "four states" , "what states" , "what have" , "four have" , "states have" 
"HUM:ind" , "who" , "was" , "the" , "second" , "who was" , "was the" , "who the" , "who second" , "was second" , "the second" 
"HUM:ind" , "what" , "major" , "victorian" , "novelist" , "what major" , "major victorian" , "what victorian" , "what novelist" , "major novelist" , "victorian novelist" 
"NUM:date" , "what" , "year" , "were" , "the" , "what year" , "year were" , "what were" , "what the" , "year the" , "were the" 
"LOC:other" , "what" , "are" , "the" , "biggest" , "what are" , "are the" , "what the" , "what biggest" , "are biggest" , "the biggest" 
"LOC:other" , "what" , "are" , "the" , "world" , "what are" , "are the" , "what the" , "what world" , "are world" , "the world" 
"HUM:ind" , "who" , "is" , "the" , "pope" , "who is" , "is the" , "who the" , "who pope" , "is pope" , "the pope" 
"LOC:other" , "where" , "on" , "the" , "internet" , "where on" , "on the" , "where the" , "where internet" , "on internet" , "the internet" 
"NUM:count" , "the" , "shea" , "gould" , "law" , "the shea" , "shea gould" , "the gould" , "the law" , "shea law" , "gould law" 
"HUM:ind" , "what" , "the" , "most" , "common" , "what the" , "the most" , "what most" , "what common" , "the common" , "most common" 
"NUM:period" , "how" , "long" , "does" , "it" , "how long" , "long does" , "how does" , "how it" , "long it" , "does it" 
"LOC:city" , "what" , "city" , "is" , "sometimes" , "what city" , "city is" , "what is" , "what sometimes" , "city sometimes" , "is sometimes" 
"LOC:other" , "where" , "did" , "bocci" , "originate" , "where did" , "did bocci" , "where bocci" , "where originate" , "did originate" , "bocci originate" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"NUM:other" , "what" , "is" , "the" , "frequency" , "what is" , "is the" , "what the" , "what frequency" , "is frequency" , "the frequency" 
"NUM:count" , "how" , "many" , "electoral" , "votes" , "how many" , "many electoral" , "how electoral" , "how votes" , "many votes" , "electoral votes" 
"LOC:city" , "what" , "were" , "the" , "cities" , "what were" , "were the" , "what the" , "what cities" , "were cities" , "the cities" 
"NUM:date" , "in" , "what" , "year" , "was" , "in what" , "what year" , "in year" , "in was" , "what was" , "year was" 
"LOC:country" , "what" , "countries" , "have" , "the" , "what countries" , "countries have" , "what have" , "what the" , "countries the" , "have the" 
"NUM:date" , "when" , "was" , "the" , "de" , "when was" , "was the" , "when the" , "when de" , "was de" , "the de" 
"HUM:ind" , "who" , "was" , "the" , "first" , "who was" , "was the" , "who the" , "who first" , "was first" , "the first" 
"NUM:date" , "what" , "is" , "the" , "date" , "what is" , "is the" , "what the" , "what date" , "is date" , "the date" 
"LOC:other" , "where" , "did" , "freidreich" , "wilhelm" , "where did" , "did freidreich" , "where freidreich" , "where wilhelm" , "did wilhelm" , "freidreich wilhelm" 
"NUM:count" , "how" , "much" , "folic" , "acid" , "how much" , "much folic" , "how folic" , "how acid" , "much acid" , "folic acid" 
"NUM:count" , "how" , "much" , "caffeine" , "is" , "how much" , "much caffeine" , "how caffeine" , "how is" , "much is" , "caffeine is" 
"LOC:country" , "what" , "two" , "countries" , "in" , "what two" , "two countries" , "what countries" , "what in" , "two in" , "countries in" 
"NUM:code" , "what" , "is" , "columbia" , "tristar" , "what is" , "is columbia" , "what columbia" , "what tristar" , "is tristar" , "columbia tristar" 
"NUM:date" , "when" , "did" , "princess" , "diana" , "when did" , "did princess" , "when princess" , "when diana" , "did diana" , "princess diana" 
"LOC:country" , "which" , "country" , "did" , "hitler" , "which country" , "country did" , "which did" , "which hitler" , "country hitler" , "did hitler" 
"HUM:ind" , "who" , "directed" , "the" , "wild" , "who directed" , "directed the" , "who the" , "who wild" , "directed wild" , "the wild" 
"LOC:city" , "the" , "orange" , "bowl" , "is" , "the orange" , "orange bowl" , "the bowl" , "the is" , "orange is" , "bowl is" 
"HUM:ind" , "what" , "comedian" , "was" , "born" , "what comedian" , "comedian was" , "what was" , "what born" , "comedian born" , "was born" 
"NUM:count" , "how" , "many" , "leos" , "have" , "how many" , "many leos" , "how leos" , "how have" , "many have" , "leos have" 
"LOC:state" , "what" , "state" , "was" , "herbert" , "what state" , "state was" , "what was" , "what herbert" , "state herbert" , "was herbert" 
"NUM:count" , "how" , "many" , "fiddlers" , "did" , "how many" , "many fiddlers" , "how fiddlers" , "how did" , "many did" , "fiddlers did" 
"HUM:ind" , "what" , "poet" , "wrote" , "i" , "what poet" , "poet wrote" , "what wrote" , "what i" , "poet i" , "wrote i" 
"NUM:count" , "what" , "is" , "the" , "population" , "what is" , "is the" , "what the" , "what population" , "is population" , "the population" 
"NUM:period" , "how" , "long" , "do" , "flies" , "how long" , "long do" , "how do" , "how flies" , "long flies" , "do flies" 
