@relation answerExp5
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"LOC:country" , "what" , "country" , "is" , "bounded" 
"NUM:count" , "how" , "many" , "people" , "did" 
"NUM:count" , "how" , "many" , "small" , "businesses" 
"HUM:ind" , "who" , "was" , "ben" , "casey" 
"HUM:ind" , "what" , "multitalented" , "director" , "failed" 
"LOC:other" , "where" , "is" , "ayer" , "rock" 
"NUM:date" , "when" , "was" , "the" , "berlin" 
"NUM:date" , "when" , "was" , "cigarette" , "advertising" 
"HUM:ind" , "what" , "wild" , "and" , "crazy" 
"LOC:city" , "what" , "city" , "theatrical" , "district" 
"NUM:temp" , "what" , "should" , "the" , "temperature" 
"NUM:count" , "how" , "many" , "home" , "runs" 
"HUM:ind" , "who" , "was" , "in" , "death" 
"HUM:ind" , "what" , "is" , "ruth" , "last" 
"LOC:other" , "where" , "was" , "george" , "washington" 
"NUM:count" , "how" , "many" , "colors" , "are" 
"HUM:ind" , "what" , "the" , "middle" , "name" 
"LOC:country" , "what" , "two" , "caribbean" , "countries" 
"HUM:ind" , "who" , "told" , "all" , "in" 
"HUM:ind" , "who" , "followed" , "willy" , "brandt" 
"LOC:mount" , "what" , "continent" , "peak" , "is" 
"LOC:city" , "what" , "peruvian" , "city" , "is" 
"NUM:date" , "when" , "did" , "french" , "revolutionaries" 
"NUM:count" , "how" , "many" , "men" , "died" 
"HUM:ind" , "what" , "name" , "does" , "the" 
"HUM:ind" , "who" , "is" , "the" , "president" 
"LOC:country" , "what" , "nationality" , "is" , "gorbachev" 
"HUM:ind" , "who" , "played" , "the" , "title" 
"HUM:ind" , "what" , "president" , "once" , "told" 
"HUM:ind" , "who" , "made" , "the" , "deodorant" 
"HUM:ind" , "who" , "used" , "as" , "an" 
"NUM:period" , "how" , "long" , "do" , "you" 
"LOC:other" , "what" , "ocean" , "surrounds" , "the" 
"LOC:country" , "what" , "south" , "american" , "country" 
"NUM:count" , "how" , "many" , "cullions" , "does" 
"HUM:ind" , "what" , "painter" , "popularized" , "soup" 
"HUM:ind" , "who" , "played" , "lucas" , "mccain" 
"LOC:other" , "what" , "colorful" , "sea" , "region" 
"HUM:ind" , "who" , "was" , "the" , "only" 
"LOC:other" , "on" , "what" , "continent" , "is" 
"HUM:ind" , "who" , "was" , "the" , "lawyer" 
"HUM:ind" , "what" , "part" , "did" , "benjamin" 
"NUM:date" , "when" , "was" , "microsoft" , "established" 
"NUM:date" , "when" , "did" , "president" , "kennedy" 
"LOC:other" , "what" , "is" , "the" , "location" 
"LOC:state" , "what" , "state" , "is" , "known" 
"HUM:ind" , "who" , "is" , "the" , "prime" 
"LOC:state" , "what" , "are" , "all" , "the" 
"LOC:other" , "what" , "does" , "the" , "river" 
"LOC:state" , "what" , "state" , "did" , "anita" 
"NUM:count" , "how" , "many" , "soldiers" , "were" 
"NUM:count" , "how" , "many" , "propellers" , "helped" 
"HUM:ind" , "who" , "died" , "with" , "more" 
"HUM:ind" , "what" , "was" , "the" , "name" 
"HUM:ind" , "who" , "won" , "the" , "first" 
"LOC:other" , "where" , "is" , "south" , "bend" 
"LOC:country" , "what" , "country" , "has" , "the" 
"LOC:state" , "what" , "two" , "states" , "is" 
"NUM:date" , "in" , "what" , "year" , "did" 
"NUM:date" , "what" , "year" , "was" , "the" 
"NUM:date" , "when" , "did" , "the" , "art" 
"NUM:money" , "how" , "much" , "did" , "the" 
"HUM:ind" , "what" , "argentine" , "revolutionary" , "fought" 
"LOC:other" , "what" , "botanical" , "marvel" , "did" 
"HUM:ind" , "what" , "famous" , "comic" , "strip" 
"NUM:count" , "how" , "many" , "john" , "deere" 
"NUM:date" , "when" , "did" , "communist" , "control" 
"HUM:ind" , "what" , "has" , "been" , "the" 
"NUM:count" , "how" , "many" , "cherubs" , "are" 
"NUM:count" , "how" , "many" , "people" , "live" 
"LOC:country" , "what" , "european" , "country" , "monarchy" 
"HUM:ind" , "what" , "english" , "explorer" , "discovered" 
"LOC:country" , "what" , "country" , "is" , "home" 
"NUM:date" , "when" , "did" , "charles" , "lindbergh" 
"NUM:count" , "how" , "many" , "athletes" , "did" 
"LOC:other" , "what" , "is" , "the" , "highest" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "in" , "what" , "city" , "does" 
"NUM:temp" , "what" , "is" , "the" , "temperature" 
"NUM:temp" , "what" , "is" , "the" , "temperature" 
