@relation answerExp8
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "what" , "be" , "a" , "what be" , "be a" , "what a" 
"HUM:ind" , "who" , "portray" , "vincent" , "who portray" , "portray vincent" , "who vincent" 
"LOC:other" , "what" , "be" , "a" , "what be" , "be a" , "what a" 
"NUM:date" , "what" , "season" , "begin" , "what season" , "season begin" , "what begin" 
"HUM:ind" , "who" , "be" , "know" , "who be" , "be know" , "who know" 
"LOC:other" , "where" , "do" , "cable" , "where do" , "do cable" , "where cable" 
"LOC:other" , "what" , "be" , "george" , "what be" , "be george" , "what george" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "say" , "old" , "who say" , "say old" , "who old" 
"NUM:dist" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"HUM:ind" , "who" , "the" , "only" , "who the" , "the only" , "who only" 
"LOC:city" , "what" , "kenyan" , "city" , "what kenyan" , "kenyan city" , "what city" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:state" , "what" , "four" , "state" , "what four" , "four state" , "what state" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "major" , "victorian" , "what major" , "major victorian" , "what victorian" 
"NUM:date" , "what" , "year" , "be" , "what year" , "year be" , "what be" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "where" , "on" , "the" , "where on" , "on the" , "where the" 
"NUM:count" , "the" , "shea" , "gould" , "the shea" , "shea gould" , "the gould" 
"HUM:ind" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"LOC:city" , "what" , "city" , "be" , "what city" , "city be" , "what be" 
"LOC:other" , "where" , "do" , "bocci" , "where do" , "do bocci" , "where bocci" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "electoral" , "how many" , "many electoral" , "how electoral" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:date" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "do" , "freidreich" , "where do" , "do freidreich" , "where freidreich" 
"NUM:count" , "how" , "much" , "folic" , "how much" , "much folic" , "how folic" 
"NUM:count" , "how" , "much" , "caffeine" , "how much" , "much caffeine" , "how caffeine" 
"LOC:country" , "what" , "two" , "country" , "what two" , "two country" , "what country" 
"NUM:code" , "what" , "be" , "columbia" , "what be" , "be columbia" , "what columbia" 
"NUM:date" , "when" , "do" , "princess" , "when do" , "do princess" , "when princess" 
"LOC:country" , "which" , "country" , "do" , "which country" , "country do" , "which do" 
"HUM:ind" , "who" , "direct" , "the" , "who direct" , "direct the" , "who the" 
"LOC:city" , "the" , "orange" , "bowl" , "the orange" , "orange bowl" , "the bowl" 
"HUM:ind" , "what" , "comedian" , "be" , "what comedian" , "comedian be" , "what be" 
"NUM:count" , "how" , "many" , "leo" , "how many" , "many leo" , "how leo" 
"LOC:state" , "what" , "state" , "be" , "what state" , "state be" , "what be" 
"NUM:count" , "how" , "many" , "fiddler" , "how many" , "many fiddler" , "how fiddler" 
"HUM:ind" , "what" , "poet" , "write" , "what poet" , "poet write" , "what write" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"HUM:ind" , "who" , "run" , "andy" , "who run" , "run andy" , "who andy" 
"LOC:state" , "what" , "state" , "produce" , "what state" , "state produce" , "what produce" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"LOC:other" , "what" , "islands" , "get" , "what islands" , "islands get" , "what get" 
"HUM:ind" , "what" , "author" , "of" , "what author" , "author of" , "what of" 
"HUM:ind" , "what" , "president" , "be" , "what president" , "president be" , "what be" 
"HUM:ind" , "what" , "comic" , "of" , "what comic" , "comic of" , "what of" 
"NUM:count" , "how" , "many" , "foot" , "how many" , "many foot" , "how foot" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "invent" , "the" , "who invent" , "invent the" , "who the" 
"NUM:count" , "how" , "many" , "time" , "how many" , "many time" , "how time" 
"LOC:country" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:count" , "how" , "many" , "superbowls" , "how many" , "many superbowls" , "how superbowls" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"NUM:other" , "what" , "a" , "perfect" , "what a" , "a perfect" , "what perfect" 
"LOC:city" , "what" , "the" , "capital" , "what the" , "the capital" , "what capital" 
"HUM:ind" , "who" , "ask" , "you" , "who ask" , "ask you" , "who you" 
"HUM:ind" , "what" , "president" , "serve" , "what president" , "president serve" , "what serve" 
"HUM:ind" , "what" , "be" , "drew" , "what be" , "be drew" , "what drew" 
"HUM:ind" , "what" , "be" , "supergirl" , "what be" , "be supergirl" , "what supergirl" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "who" , "make" , "the" , "who make" , "make the" , "who the" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "on" , "what" , "date" , "on what" , "what date" , "on date" 
"NUM:perc" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"NUM:count" , "how" , "many" , "film" , "how many" , "many film" , "how film" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "what" , "music" , "personality" , "what music" , "music personality" , "what personality" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"NUM:count" , "how" , "many" , "more" , "how many" , "many more" , "how more" 
"HUM:ind" , "what" , "green" , "bay" , "what green" , "green bay" , "what bay" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "famous" , "comedian" , "what famous" , "famous comedian" , "what comedian" 
"LOC:other" , "what" , "be" , "drew" , "what be" , "be drew" , "what drew" 
"LOC:country" , "what" , "nationality" , "be" , "what nationality" , "nationality be" , "what be" 
"HUM:ind" , "what" , "tv" , "family" , "what tv" , "tv family" , "what family" 
"HUM:ind" , "what" , "enigmatic" , "vice" , "what enigmatic" , "enigmatic vice" , "what vice" 
"HUM:ind" , "who" , "be" , "charles" , "who be" , "be charles" , "who charles" 
"HUM:ind" , "who" , "sing" , "angel" , "who sing" , "sing angel" , "who angel" 
"NUM:date" , "when" , "do" , "the" , "when do" , "do the" , "when the" 
"NUM:date" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "character" , "do" , "what character" , "character do" , "what do" 
"LOC:other" , "what" , "sea" , "surround" , "what sea" , "sea surround" , "what surround" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"LOC:other" , "what" , "ocean" , "be" , "what ocean" , "ocean be" , "what be" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:country" , "what" , "country" , "other" , "what country" , "country other" , "what other" 
"NUM:date" , "when" , "be" , "the" , "when be" , "be the" , "when the" 
"LOC:state" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:other" , "what" , "the" , "population" , "what the" , "the population" , "what population" 
"LOC:other" , "what" , "california" , "desert" , "what california" , "california desert" , "what desert" 
"HUM:ind" , "who" , "write" , "hamlet" , "who write" , "write hamlet" , "who hamlet" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"LOC:country" , "what" , "african" , "country" , "what african" , "african country" , "what country" 
"NUM:date" , "what" , "year" , "do" , "what year" , "year do" , "what do" 
"LOC:city" , "the" , "orange" , "bowl" , "the orange" , "orange bowl" , "the bowl" 
"HUM:ind" , "what" , "pseudonym" , "do" , "what pseudonym" , "pseudonym do" , "what do" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"HUM:ind" , "what" , "cheery" , "fellow" , "what cheery" , "cheery fellow" , "what fellow" 
"NUM:count" , "how" , "many" , "layer" , "how many" , "many layer" , "how layer" 
"LOC:other" , "what" , "the" , "near" , "what the" , "the near" , "what near" 
"LOC:other" , "where" , "be" , "inoco" , "where be" , "be inoco" , "where inoco" 
"NUM:count" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "station" , "how many" , "many station" , "how station" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"HUM:ind" , "who" , "hold" , "the" , "who hold" , "hold the" , "who the" 
"NUM:period" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "planet" , "would" , "what planet" , "planet would" , "what would" 
"LOC:other" , "where" , "be" , "natick" , "where be" , "be natick" , "where natick" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"HUM:ind" , "who" , "play" , "for" , "who play" , "play for" , "who for" 
"LOC:other" , "where" , "be" , "the" , "where be" , "be the" , "where the" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"NUM:count" , "how" , "many" , "child" , "how many" , "many child" , "how child" 
"NUM:count" , "how" , "many" , "year" , "how many" , "many year" , "how year" 
"NUM:count" , "how" , "much" , "salt" , "how much" , "much salt" , "how salt" 
"HUM:ind" , "who" , "lead" , "the" , "who lead" , "lead the" , "who the" 
"HUM:ind" , "who" , "win" , "world" , "who win" , "win world" , "who world" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"LOC:country" , "what" , "country" , "after" , "what country" , "country after" , "what after" 
"HUM:ind" , "who" , "be" , "garrett" , "who be" , "be garrett" , "who garrett" 
"HUM:ind" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "star" , "how many" , "many star" , "how star" 
"NUM:count" , "how" , "many" , "wing" , "how many" , "many wing" , "how wing" 
"LOC:country" , "what" , "country" , "have" , "what country" , "country have" , "what have" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:state" , "what" , "state" , "have" , "what state" , "state have" , "what have" 
"NUM:dist" , "how" , "long" , "be" , "how long" , "long be" , "how be" 
"HUM:ind" , "name" , "the" , "two" , "name the" , "the two" , "name two" 
"LOC:other" , "where" , "do" , "luther" , "where do" , "do luther" , "where luther" 
"LOC:other" , "what" , "river" , "be" , "what river" , "river be" , "what be" 
"NUM:count" , "how" , "many" , "mile" , "how many" , "many mile" , "how mile" 
"LOC:other" , "where" , "be" , "dartmouth" , "where be" , "be dartmouth" , "where dartmouth" 
"HUM:ind" , "what" , "tv" , "talk" , "what tv" , "tv talk" , "what talk" 
"HUM:ind" , "what" , "one" , "of" , "what one" , "one of" , "what of" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "river" , "flow" , "what river" , "river flow" , "what flow" 
"HUM:ind" , "what" , "civil" , "war" , "what civil" , "civil war" , "what war" 
"HUM:ind" , "who" , "be" , "the" , "who be" , "be the" , "who the" 
"LOC:other" , "which" , "area" , "produce" , "which area" , "area produce" , "which produce" 
"HUM:ind" , "what" , "suburban" , "housewife" , "what suburban" , "suburban housewife" , "what housewife" 
"NUM:date" , "on" , "which" , "date" , "on which" , "which date" , "on date" 
"LOC:city" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:weight" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "what" , "be" , "britain" , "what be" , "be britain" , "what britain" 
"LOC:country" , "what" , "country" , "cover" , "what country" , "country cover" , "what cover" 
"HUM:ind" , "name" , "a" , "canine" , "name a" , "a canine" , "name canine" 
"LOC:state" , "in" , "which" , "state" , "in which" , "which state" , "in state" 
"LOC:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"LOC:other" , "where" , "have" , "the" , "where have" , "have the" , "where the" 
"LOC:other" , "what" , "island" , "have" , "what island" , "island have" , "what have" 
"NUM:money" , "how" , "much" , "be" , "how much" , "much be" , "how be" 
"NUM:date" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:other" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:date" , "when" , "be" , "calypso" , "when be" , "be calypso" , "when calypso" 
"LOC:other" , "what" , "caribbean" , "island" , "what caribbean" , "caribbean island" , "what island" 
"NUM:period" , "how" , "old" , "be" , "how old" , "old be" , "how be" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:date" , "what" , "be" , "dick" , "what be" , "be dick" , "what dick" 
"NUM:date" , "when" , "do" , "hitler" , "when do" , "do hitler" , "when hitler" 
"NUM:date" , "when" , "do" , "gothic" , "when do" , "do gothic" , "when gothic" 
"HUM:ind" , "which" , "two" , "inventor" , "which two" , "two inventor" , "which inventor" 
"NUM:date" , "what" , "day" , "of" , "what day" , "day of" , "what of" 
"HUM:ind" , "whose" , "image" , "be" , "whose image" , "image be" , "whose be" 
"HUM:ind" , "what" , "general" , "be" , "what general" , "general be" , "what be" 
"HUM:ind" , "who" , "say" , "the" , "who say" , "say the" , "who the" 
"NUM:count" , "approximately" , "how" , "many" , "approximately how" , "how many" , "approximately many" 
"LOC:state" , "what" , "be" , "the" , "what be" , "be the" , "what the" 
"NUM:count" , "how" , "many" , "american" , "how many" , "many american" , "how american" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"HUM:ind" , "saddam" , "hussein" , "be" , "saddam hussein" , "hussein be" , "saddam be" 
"NUM:date" , "what" , "year" , "be" , "what year" , "year be" , "what be" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"HUM:ind" , "who" , "write" , "the" , "who write" , "write the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "jockey" , "win" , "what jockey" , "jockey win" , "what win" 
"LOC:state" , "what" , "state" , "big" , "what state" , "state big" , "what big" 
