@relation answerExp7
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@data
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"LOC:other" , "where" , "on" , "the" , "where on" , "on the" , "where the" 
"NUM:count" , "the" , "shea" , "gould" , "the shea" , "shea gould" , "the gould" 
"HUM:ind" , "what" , "the" , "most" , "what the" , "the most" , "what most" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:city" , "what" , "city" , "is" , "what city" , "city is" , "what is" 
"LOC:other" , "where" , "did" , "bocci" , "where did" , "did bocci" , "where bocci" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "electoral" , "how many" , "many electoral" , "how electoral" 
"LOC:city" , "what" , "were" , "the" , "what were" , "were the" , "what the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"LOC:country" , "what" , "countries" , "have" , "what countries" , "countries have" , "what have" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:date" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "did" , "freidreich" , "where did" , "did freidreich" , "where freidreich" 
"NUM:count" , "how" , "much" , "folic" , "how much" , "much folic" , "how folic" 
"NUM:count" , "how" , "much" , "caffeine" , "how much" , "much caffeine" , "how caffeine" 
"LOC:country" , "what" , "two" , "countries" , "what two" , "two countries" , "what countries" 
"NUM:code" , "what" , "is" , "columbia" , "what is" , "is columbia" , "what columbia" 
"NUM:date" , "when" , "did" , "princess" , "when did" , "did princess" , "when princess" 
"LOC:country" , "which" , "country" , "did" , "which country" , "country did" , "which did" 
"HUM:ind" , "who" , "directed" , "the" , "who directed" , "directed the" , "who the" 
"LOC:city" , "the" , "orange" , "bowl" , "the orange" , "orange bowl" , "the bowl" 
"HUM:ind" , "what" , "comedian" , "was" , "what comedian" , "comedian was" , "what was" 
"NUM:count" , "how" , "many" , "leos" , "how many" , "many leos" , "how leos" 
"LOC:state" , "what" , "state" , "was" , "what state" , "state was" , "what was" 
"NUM:count" , "how" , "many" , "fiddlers" , "how many" , "many fiddlers" , "how fiddlers" 
"HUM:ind" , "what" , "poet" , "wrote" , "what poet" , "poet wrote" , "what wrote" 
"NUM:count" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:period" , "how" , "long" , "do" , "how long" , "long do" , "how do" 
"HUM:ind" , "who" , "runs" , "andy" , "who runs" , "runs andy" , "who andy" 
"LOC:state" , "what" , "state" , "produces" , "what state" , "state produces" , "what produces" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"LOC:other" , "what" , "islands" , "got" , "what islands" , "islands got" , "what got" 
"HUM:ind" , "what" , "author" , "of" , "what author" , "author of" , "what of" 
"HUM:ind" , "what" , "president" , "was" , "what president" , "president was" , "what was" 
"HUM:ind" , "what" , "comic" , "of" , "what comic" , "comic of" , "what of" 
"NUM:count" , "how" , "many" , "feet" , "how many" , "many feet" , "how feet" 
"LOC:country" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"HUM:ind" , "who" , "invented" , "the" , "who invented" , "invented the" , "who the" 
"NUM:count" , "how" , "many" , "times" , "how many" , "many times" , "how times" 
"LOC:country" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:period" , "how" , "long" , "does" , "how long" , "long does" , "how does" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:count" , "how" , "many" , "superbowls" , "how many" , "many superbowls" , "how superbowls" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "which" , "of" , "the" , "which of" , "of the" , "which the" 
"NUM:other" , "what" , "a" , "perfect" , "what a" , "a perfect" , "what perfect" 
"LOC:city" , "what" , "the" , "capital" , "what the" , "the capital" , "what capital" 
"HUM:ind" , "who" , "asked" , "you" , "who asked" , "asked you" , "who you" 
"HUM:ind" , "what" , "president" , "served" , "what president" , "president served" , "what served" 
"HUM:ind" , "what" , "is" , "drew" , "what is" , "is drew" , "what drew" 
"HUM:ind" , "what" , "is" , "supergirl" , "what is" , "is supergirl" , "what supergirl" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "who" , "made" , "the" , "who made" , "made the" , "who the" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "on" , "what" , "date" , "on what" , "what date" , "on date" 
"NUM:perc" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"NUM:count" , "how" , "many" , "films" , "how many" , "many films" , "how films" 
"HUM:ind" , "who" , "is" , "the" , "who is" , "is the" , "who the" 
"HUM:ind" , "what" , "music" , "personality" , "what music" , "music personality" , "what personality" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"NUM:count" , "how" , "many" , "more" , "how many" , "many more" , "how more" 
"HUM:ind" , "what" , "green" , "bay" , "what green" , "green bay" , "what bay" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"LOC:city" , "what" , "are" , "the" , "what are" , "are the" , "what the" 
"HUM:ind" , "what" , "famous" , "comedian" , "what famous" , "famous comedian" , "what comedian" 
"LOC:other" , "what" , "is" , "drew" , "what is" , "is drew" , "what drew" 
"LOC:country" , "what" , "nationality" , "were" , "what nationality" , "nationality were" , "what were" 
"HUM:ind" , "what" , "tv" , "family" , "what tv" , "tv family" , "what family" 
"HUM:ind" , "what" , "enigmatic" , "vice" , "what enigmatic" , "enigmatic vice" , "what vice" 
"HUM:ind" , "who" , "was" , "charles" , "who was" , "was charles" , "who charles" 
"HUM:ind" , "who" , "sings" , "angel" , "who sings" , "sings angel" , "who angel" 
"NUM:date" , "when" , "did" , "the" , "when did" , "did the" , "when the" 
"NUM:date" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "character" , "did" , "what character" , "character did" , "what did" 
"LOC:other" , "what" , "sea" , "surrounds" , "what sea" , "sea surrounds" , "what surrounds" 
"NUM:count" , "how" , "many" , "different" , "how many" , "many different" , "how different" 
"LOC:other" , "what" , "ocean" , "was" , "what ocean" , "ocean was" , "what was" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"LOC:country" , "what" , "country" , "other" , "what country" , "country other" , "what other" 
"NUM:date" , "when" , "was" , "the" , "when was" , "was the" , "when the" 
"LOC:state" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:other" , "what" , "the" , "population" , "what the" , "the population" , "what population" 
"LOC:other" , "what" , "california" , "desert" , "what california" , "california desert" , "what desert" 
"HUM:ind" , "who" , "wrote" , "hamlet" , "who wrote" , "wrote hamlet" , "who hamlet" 
"LOC:other" , "where" , "do" , "the" , "where do" , "do the" , "where the" 
"LOC:country" , "what" , "african" , "country" , "what african" , "african country" , "what country" 
"NUM:date" , "what" , "year" , "did" , "what year" , "year did" , "what did" 
"LOC:city" , "the" , "orange" , "bowl" , "the orange" , "orange bowl" , "the bowl" 
"HUM:ind" , "what" , "pseudonym" , "did" , "what pseudonym" , "pseudonym did" , "what did" 
"HUM:ind" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"HUM:ind" , "what" , "cheery" , "fellow" , "what cheery" , "cheery fellow" , "what fellow" 
"NUM:count" , "how" , "many" , "layers" , "how many" , "many layers" , "how layers" 
"LOC:other" , "what" , "the" , "nearest" , "what the" , "the nearest" , "what nearest" 
"LOC:other" , "where" , "is" , "inoco" , "where is" , "is inoco" , "where inoco" 
"NUM:count" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:count" , "how" , "many" , "stations" , "how many" , "many stations" , "how stations" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"HUM:ind" , "who" , "holds" , "the" , "who holds" , "holds the" , "who the" 
"NUM:period" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "planet" , "would" , "what planet" , "planet would" , "what would" 
"LOC:other" , "where" , "is" , "natick" , "where is" , "is natick" , "where natick" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:other" , "where" , "did" , "the" , "where did" , "did the" , "where the" 
"HUM:ind" , "who" , "played" , "for" , "who played" , "played for" , "who for" 
"LOC:other" , "where" , "are" , "the" , "where are" , "are the" , "where the" 
"LOC:other" , "where" , "does" , "the" , "where does" , "does the" , "where the" 
"NUM:count" , "how" , "many" , "children" , "how many" , "many children" , "how children" 
"NUM:count" , "how" , "many" , "years" , "how many" , "many years" , "how years" 
"NUM:count" , "how" , "much" , "salt" , "how much" , "much salt" , "how salt" 
"HUM:ind" , "who" , "leads" , "the" , "who leads" , "leads the" , "who the" 
"HUM:ind" , "who" , "won" , "world" , "who won" , "won world" , "who world" 
"LOC:other" , "where" , "does" , "the" , "where does" , "does the" , "where the" 
"LOC:country" , "what" , "country" , "after" , "what country" , "country after" , "what after" 
"HUM:ind" , "who" , "was" , "garrett" , "who was" , "was garrett" , "who garrett" 
"HUM:ind" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:count" , "how" , "many" , "stars" , "how many" , "many stars" , "how stars" 
"NUM:count" , "how" , "many" , "wings" , "how many" , "many wings" , "how wings" 
"LOC:country" , "what" , "country" , "has" , "what country" , "country has" , "what has" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:state" , "what" , "state" , "has" , "what state" , "state has" , "what has" 
"NUM:dist" , "how" , "long" , "is" , "how long" , "long is" , "how is" 
"HUM:ind" , "name" , "the" , "two" , "name the" , "the two" , "name two" 
"LOC:other" , "where" , "did" , "luther" , "where did" , "did luther" , "where luther" 
"LOC:other" , "what" , "river" , "is" , "what river" , "river is" , "what is" 
"NUM:count" , "how" , "many" , "miles" , "how many" , "many miles" , "how miles" 
"LOC:other" , "where" , "is" , "dartmouth" , "where is" , "is dartmouth" , "where dartmouth" 
"HUM:ind" , "what" , "tv" , "talk" , "what tv" , "tv talk" , "what talk" 
"HUM:ind" , "what" , "one" , "of" , "what one" , "one of" , "what of" 
"NUM:count" , "how" , "many" , "people" , "how many" , "many people" , "how people" 
"LOC:other" , "what" , "river" , "flows" , "what river" , "river flows" , "what flows" 
"HUM:ind" , "what" , "civil" , "war" , "what civil" , "civil war" , "what war" 
"HUM:ind" , "who" , "was" , "the" , "who was" , "was the" , "who the" 
"LOC:other" , "which" , "area" , "produces" , "which area" , "area produces" , "which produces" 
"HUM:ind" , "what" , "suburban" , "housewife" , "what suburban" , "suburban housewife" , "what housewife" 
"NUM:date" , "on" , "which" , "date" , "on which" , "which date" , "on date" 
"LOC:city" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:weight" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "what" , "are" , "britain" , "what are" , "are britain" , "what britain" 
"LOC:country" , "what" , "country" , "covers" , "what country" , "country covers" , "what covers" 
"HUM:ind" , "name" , "a" , "canine" , "name a" , "a canine" , "name canine" 
"LOC:state" , "in" , "which" , "state" , "in which" , "which state" , "in state" 
"LOC:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"LOC:other" , "where" , "have" , "the" , "where have" , "have the" , "where the" 
"LOC:other" , "what" , "island" , "has" , "what island" , "island has" , "what has" 
"NUM:money" , "how" , "much" , "is" , "how much" , "much is" , "how is" 
"NUM:date" , "what" , "was" , "the" , "what was" , "was the" , "what the" 
"NUM:other" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:date" , "when" , "was" , "calypso" , "when was" , "was calypso" , "when calypso" 
"LOC:other" , "what" , "caribbean" , "island" , "what caribbean" , "caribbean island" , "what island" 
"NUM:period" , "how" , "old" , "is" , "how old" , "old is" , "how is" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"NUM:date" , "what" , "is" , "dick" , "what is" , "is dick" , "what dick" 
"NUM:date" , "when" , "did" , "hitler" , "when did" , "did hitler" , "when hitler" 
"NUM:date" , "when" , "did" , "gothic" , "when did" , "did gothic" , "when gothic" 
"HUM:ind" , "which" , "two" , "inventors" , "which two" , "two inventors" , "which inventors" 
"NUM:date" , "what" , "day" , "of" , "what day" , "day of" , "what of" 
"HUM:ind" , "whose" , "image" , "is" , "whose image" , "image is" , "whose is" 
"HUM:ind" , "what" , "general" , "was" , "what general" , "general was" , "what was" 
"HUM:ind" , "who" , "said" , "the" , "who said" , "said the" , "who the" 
"NUM:count" , "approximately" , "how" , "many" , "approximately how" , "how many" , "approximately many" 
"LOC:state" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
"NUM:count" , "how" , "many" , "american" , "how many" , "many american" , "how american" 
"LOC:other" , "where" , "does" , "the" , "where does" , "does the" , "where the" 
"HUM:ind" , "saddam" , "hussein" , "was" , "saddam hussein" , "hussein was" , "saddam was" 
"NUM:date" , "what" , "year" , "was" , "what year" , "year was" , "what was" 
"NUM:date" , "in" , "what" , "year" , "in what" , "what year" , "in year" 
"HUM:ind" , "who" , "wrote" , "the" , "who wrote" , "wrote the" , "who the" 
"LOC:other" , "where" , "can" , "i" , "where can" , "can i" , "where i" 
"HUM:ind" , "what" , "jockey" , "won" , "what jockey" , "jockey won" , "what won" 
"LOC:state" , "what" , "state" , "biggest" , "what state" , "state biggest" , "what biggest" 
"HUM:ind" , "who" , "seized" , "power" , "who seized" , "seized power" , "who power" 
"LOC:state" , "what" , "state" , "is" , "what state" , "state is" , "what is" 
"NUM:temp" , "how" , "hot" , "does" , "how hot" , "hot does" , "how does" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"LOC:city" , "what" , "scandinavian" , "capital" , "what scandinavian" , "scandinavian capital" , "what capital" 
"HUM:ind" , "what" , "actor" , "is" , "what actor" , "actor is" , "what is" 
"LOC:other" , "where" , "is" , "the" , "where is" , "is the" , "where the" 
"NUM:volsize" , "what" , "is" , "the" , "what is" , "is the" , "what the" 
