@relation answerExp6
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@data
"LOC:country" , "what" , "two" , "caribbean" , "country" 
"HUM:ind" , "who" , "tell" , "all" , "in" 
"HUM:ind" , "who" , "follow" , "willy" , "brandt" 
"LOC:mount" , "what" , "continent" , "peak" , "be" 
"LOC:city" , "what" , "peruvian" , "city" , "be" 
"NUM:date" , "when" , "do" , "french" , "revolutionary" 
"NUM:count" , "how" , "many" , "men" , "die" 
"HUM:ind" , "what" , "name" , "do" , "the" 
"HUM:ind" , "who" , "be" , "the" , "president" 
"LOC:country" , "what" , "nationality" , "be" , "gorbachev" 
"HUM:ind" , "who" , "play" , "the" , "title" 
"HUM:ind" , "what" , "president" , "once" , "tell" 
"HUM:ind" , "who" , "make" , "the" , "deodorant" 
"HUM:ind" , "who" , "use" , "a" , "an" 
"NUM:period" , "how" , "long" , "do" , "you" 
"LOC:other" , "what" , "ocean" , "surround" , "the" 
"LOC:country" , "what" , "south" , "american" , "country" 
"NUM:count" , "how" , "many" , "cullions" , "do" 
"HUM:ind" , "what" , "painter" , "popularize" , "soup" 
"HUM:ind" , "who" , "play" , "lucas" , "mccain" 
"LOC:other" , "what" , "colorful" , "sea" , "region" 
"HUM:ind" , "who" , "be" , "the" , "only" 
"LOC:other" , "on" , "what" , "continent" , "be" 
"HUM:ind" , "who" , "be" , "the" , "lawyer" 
"HUM:ind" , "what" , "part" , "do" , "benjamin" 
"NUM:date" , "when" , "be" , "microsoft" , "establish" 
"NUM:date" , "when" , "do" , "president" , "kennedy" 
"LOC:other" , "what" , "be" , "the" , "location" 
"LOC:state" , "what" , "state" , "be" , "know" 
"HUM:ind" , "who" , "be" , "the" , "prime" 
"LOC:state" , "what" , "be" , "all" , "the" 
"LOC:other" , "what" , "do" , "the" , "river" 
"LOC:state" , "what" , "state" , "do" , "anita" 
"NUM:count" , "how" , "many" , "soldier" , "be" 
"NUM:count" , "how" , "many" , "propeller" , "help" 
"HUM:ind" , "who" , "die" , "with" , "more" 
"HUM:ind" , "what" , "be" , "the" , "name" 
"HUM:ind" , "who" , "win" , "the" , "first" 
"LOC:other" , "where" , "be" , "south" , "bend" 
"LOC:country" , "what" , "country" , "have" , "the" 
"LOC:state" , "what" , "two" , "state" , "be" 
"NUM:date" , "in" , "what" , "year" , "do" 
"NUM:date" , "what" , "year" , "be" , "the" 
"NUM:date" , "when" , "do" , "the" , "art" 
"NUM:money" , "how" , "much" , "do" , "the" 
"HUM:ind" , "what" , "argentine" , "revolutionary" , "fought" 
"LOC:other" , "what" , "botanical" , "marvel" , "do" 
"HUM:ind" , "what" , "famous" , "comic" , "strip" 
"NUM:count" , "how" , "many" , "john" , "deere" 
"NUM:date" , "when" , "do" , "communist" , "control" 
"HUM:ind" , "what" , "have" , "be" , "the" 
"NUM:count" , "how" , "many" , "cherub" , "be" 
"NUM:count" , "how" , "many" , "people" , "live" 
"LOC:country" , "what" , "european" , "country" , "monarchy" 
"HUM:ind" , "what" , "english" , "explorer" , "discover" 
"LOC:country" , "what" , "country" , "be" , "home" 
"NUM:date" , "when" , "do" , "charles" , "lindbergh" 
"NUM:count" , "how" , "many" , "athlete" , "do" 
"LOC:other" , "what" , "be" , "the" , "high" 
"LOC:other" , "where" , "can" , "i" , "find" 
"LOC:city" , "in" , "what" , "city" , "do" 
"NUM:temp" , "what" , "be" , "the" , "temperature" 
"NUM:temp" , "what" , "be" , "the" , "temperature" 
