@relation answerExp10
@attribute AnswerType STRING
@attribute FirstWord STRING
@attribute SecondWord STRING
@attribute ThirdWord STRING
@attribute FourthWord STRING
@attribute FirstAndSecond STRING
@attribute SecondAndThird STRING
@attribute FirstAndThird STRING
@attribute FirstAndFourth STRING
@attribute SecondAndFourth STRING
@attribute ThirdAndFourth STRING
@data
"HUM:ind" , "who" , "be" , "the" , "voyager" , "who be" , "be the" , "who the" , "who voyager" , "be voyager" , "the voyager" 
"HUM:ind" , "what" , "two" , "commander" , "direct" , "what two" , "two commander" , "what commander" , "what direct" , "two direct" , "commander direct" 
"HUM:ind" , "name" , "the" , "creator" , "of" , "name the" , "the creator" , "name creator" , "name of" , "the of" , "creator of" 
"HUM:ind" , "who" , "reply" , "i" , "know" , "who reply" , "reply i" , "who i" , "who know" , "reply know" , "i know" 
"LOC:other" , "what" , "the" , "home" , "of" , "what the" , "the home" , "what home" , "what of" , "the of" , "home of" 
"LOC:other" , "where" , "can" , "i" , "find" , "where can" , "can i" , "where i" , "where find" , "can find" , "i find" 
"HUM:ind" , "who" , "win" , "the" , "academy" , "who win" , "win the" , "who the" , "who academy" , "win academy" , "the academy" 
"HUM:ind" , "name" , "the" , "first" , "private" , "name the" , "the first" , "name first" , "name private" , "the private" , "first private" 
"HUM:ind" , "what" , "be" , "football" , "star" , "what be" , "be football" , "what football" , "what star" , "be star" , "football star" 
"HUM:ind" , "what" , "singer" , "sing" , "oh" , "what singer" , "singer sing" , "what sing" , "what oh" , "singer oh" , "sing oh" 
"NUM:count" , "how" , "much" , "pizza" , "do" , "how much" , "much pizza" , "how pizza" , "how do" , "much do" , "pizza do" 
"LOC:other" , "what" , "be" , "the" , "website" , "what be" , "be the" , "what the" , "what website" , "be website" , "the website" 
"LOC:state" , "what" , "state" , "have" , "the" , "what state" , "state have" , "what have" , "what the" , "state the" , "have the" 
"LOC:state" , "what" , "state" , "home" , "to" , "what state" , "state home" , "what home" , "what to" , "state to" , "home to" 
"NUM:speed" , "how" , "fast" , "do" , "cheetah" , "how fast" , "fast do" , "how do" , "how cheetah" , "fast cheetah" , "do cheetah" 
"NUM:speed" , "how" , "fast" , "be" , "a" , "how fast" , "fast be" , "how be" , "how a" , "fast a" , "be a" 
"HUM:ind" , "what" , "count" , "do" , "alexandre" , "what count" , "count do" , "what do" , "what alexandre" , "count alexandre" , "do alexandre" 
"NUM:perc" , "what" , "be" , "the" , "odds" , "what be" , "be the" , "what the" , "what odds" , "be odds" , "the odds" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"NUM:dist" , "how" , "far" , "be" , "london" , "how far" , "far be" , "how be" , "how london" , "far london" , "be london" 
"NUM:count" , "how" , "many" , "year" , "old" , "how many" , "many year" , "how year" , "how old" , "many old" , "year old" 
"LOC:other" , "where" , "do" , "the" , "santa" , "where do" , "do the" , "where the" , "where santa" , "do santa" , "the santa" 
"LOC:city" , "which" , "city" , "in" , "canada" , "which city" , "city in" , "which in" , "which canada" , "city canada" , "in canada" 
"NUM:period" , "how" , "old" , "be" , "stevie" , "how old" , "old be" , "how be" , "how stevie" , "old stevie" , "be stevie" 
"HUM:ind" , "who" , "be" , "the" , "first" , "who be" , "be the" , "who the" , "who first" , "be first" , "the first" 
"HUM:ind" , "who" , "be" , "luke" , "skywalker" , "who be" , "be luke" , "who luke" , "who skywalker" , "be skywalker" , "luke skywalker" 
"LOC:other" , "where" , "be" , "the" , "isle" , "where be" , "be the" , "where the" , "where isle" , "be isle" , "the isle" 
"NUM:other" , "what" , "be" , "the" , "death" , "what be" , "be the" , "what the" , "what death" , "be death" , "the death" 
"NUM:date" , "when" , "will" , "the" , "millennium" , "when will" , "will the" , "when the" , "when millennium" , "will millennium" , "the millennium" 
"HUM:ind" , "who" , "create" , "the" , "comic" , "who create" , "create the" , "who the" , "who comic" , "create comic" , "the comic" 
"HUM:ind" , "which" , "vietnamese" , "terrorist" , "be" , "which vietnamese" , "vietnamese terrorist" , "which terrorist" , "which be" , "vietnamese be" , "terrorist be" 
"LOC:other" , "what" , "do" , "we" , "call" , "what do" , "do we" , "what we" , "what call" , "do call" , "we call" 
"LOC:country" , "what" , "country" , "capital" , "be" , "what country" , "country capital" , "what capital" , "what be" , "country be" , "capital be" 
"LOC:other" , "where" , "do" , "ray" , "bradbury" , "where do" , "do ray" , "where ray" , "where bradbury" , "do bradbury" , "ray bradbury" 
"HUM:ind" , "who" , "be" , "the" , "current" , "who be" , "be the" , "who the" , "who current" , "be current" , "the current" 
"HUM:ind" , "who" , "establish" , "a" , "viking" , "who establish" , "establish a" , "who a" , "who viking" , "establish viking" , "a viking" 
"NUM:other" , "what" , "be" , "the" , "latitude" , "what be" , "be the" , "what the" , "what latitude" , "be latitude" , "the latitude" 
"LOC:other" , "where" , "can" , "i" , "get" , "where can" , "can i" , "where i" , "where get" , "can get" , "i get" 
"LOC:other" , "where" , "do" , "honecker" , "rule" , "where do" , "do honecker" , "where honecker" , "where rule" , "do rule" , "honecker rule" 
"NUM:period" , "what" , "be" , "the" , "life" , "what be" , "be the" , "what the" , "what life" , "be life" , "the life" 
"NUM:count" , "how" , "many" , "member" , "state" , "how many" , "many member" , "how member" , "how state" , "many state" , "member state" 
"HUM:ind" , "who" , "shoot" , "and" , "kill" , "who shoot" , "shoot and" , "who and" , "who kill" , "shoot kill" , "and kill" 
"HUM:ind" , "what" , "future" , "president" , "become" , "what future" , "future president" , "what president" , "what become" , "future become" , "president become" 
"HUM:ind" , "who" , "be" , "the" , "architect" , "who be" , "be the" , "who the" , "who architect" , "be architect" , "the architect" 
"NUM:dist" , "what" , "be" , "the" , "dimension" , "what be" , "be the" , "what the" , "what dimension" , "be dimension" , "the dimension" 
"NUM:date" , "when" , "be" , "cnn" , "first" , "when be" , "be cnn" , "when cnn" , "when first" , "be first" , "cnn first" 
"LOC:country" , "what" , "african" , "country" , "be" , "what african" , "african country" , "what country" , "what be" , "african be" , "country be" 
"HUM:ind" , "what" , "be" , "the" , "christian" , "what be" , "be the" , "what the" , "what christian" , "be christian" , "the christian" 
"HUM:ind" , "what" , "hear" , "artist" , "paint" , "what hear" , "hear artist" , "what artist" , "what paint" , "hear paint" , "artist paint" 
"HUM:ind" , "who" , "write" , "son" , "and" , "who write" , "write son" , "who son" , "who and" , "write and" , "son and" 
"LOC:city" , "what" , "french" , "seaport" , "claim" , "what french" , "french seaport" , "what seaport" , "what claim" , "french claim" , "seaport claim" 
"NUM:period" , "how" , "long" , "do" , "it" , "how long" , "long do" , "how do" , "how it" , "long it" , "do it" 
"NUM:count" , "how" , "many" , "millisecond" , "in" , "how many" , "many millisecond" , "how millisecond" , "how in" , "many in" , "millisecond in" 
"HUM:ind" , "what" , "cherokee" , "indian" , "give" , "what cherokee" , "cherokee indian" , "what indian" , "what give" , "cherokee give" , "indian give" 
"NUM:date" , "when" , "be" , "camcorder" , "introduce" , "when be" , "be camcorder" , "when camcorder" , "when introduce" , "be introduce" , "camcorder introduce" 
"NUM:perc" , "what" , "be" , "the" , "chance" , "what be" , "be the" , "what the" , "what chance" , "be chance" , "the chance" 
"HUM:ind" , "who" , "be" , "the" , "star" , "who be" , "be the" , "who the" , "who star" , "be star" , "the star" 
"LOC:country" , "what" , "country" , "have" , "the" , "what country" , "country have" , "what have" , "what the" , "country the" , "have the" 
"HUM:ind" , "what" , "be" , "william" , "cody" , "what be" , "be william" , "what william" , "what cody" , "be cody" , "william cody" 
"HUM:ind" , "who" , "do" , "richard" , "nixon" , "who do" , "do richard" , "who richard" , "who nixon" , "do nixon" , "richard nixon" 
"HUM:ind" , "which" , "of" , "the" , "follow" , "which of" , "of the" , "which the" , "which follow" , "of follow" , "the follow" 
"NUM:money" , "what" , "be" , "the" , "exchange" , "what be" , "be the" , "what the" , "what exchange" , "be exchange" , "the exchange" 
"NUM:count" , "how" , "many" , "state" , "do" , "how many" , "many state" , "how state" , "how do" , "many do" , "state do" 
"NUM:count" , "how" , "many" , "shilling" , "more" , "how many" , "many shilling" , "how shilling" , "how more" , "many more" , "shilling more" 
"HUM:ind" , "who" , "take" , "over" , "a" , "who take" , "take over" , "who over" , "who a" , "take a" , "over a" 
"HUM:ind" , "what" , "nazi" , "leader" , "kill" , "what nazi" , "nazi leader" , "what leader" , "what kill" , "nazi kill" , "leader kill" 
"NUM:other" , "what" , "brand" , "number" , "grace" , "what brand" , "brand number" , "what number" , "what grace" , "brand grace" , "number grace" 
"LOC:city" , "what" , "city" , "be" , "terrorize" , "what city" , "city be" , "what be" , "what terrorize" , "city terrorize" , "be terrorize" 
"HUM:ind" , "who" , "be" , "the" , "fast" , "who be" , "be the" , "who the" , "who fast" , "be fast" , "the fast" 
"LOC:other" , "what" , "be" , "the" , "best" , "what be" , "be the" , "what the" , "what best" , "be best" , "the best" 
"HUM:ind" , "who" , "betray" , "norway" , "to" , "who betray" , "betray norway" , "who norway" , "who to" , "betray to" , "norway to" 
"HUM:ind" , "who" , "take" , "the" , "toy" , "who take" , "take the" , "who the" , "who toy" , "take toy" , "the toy" 
"HUM:ind" , "who" , "be" , "the" , "picts" , "who be" , "be the" , "who the" , "who picts" , "be picts" , "the picts" 
"HUM:ind" , "who" , "be" , "station" , "at" , "who be" , "be station" , "who station" , "who at" , "be at" , "station at" 
"NUM:date" , "in" , "what" , "year" , "do" , "in what" , "what year" , "in year" , "in do" , "what do" , "year do" 
"NUM:dist" , "how" , "tall" , "be" , "the" , "how tall" , "tall be" , "how be" , "how the" , "tall the" , "be the" 
"HUM:ind" , "what" , "actor" , "dress" , "up" , "what actor" , "actor dress" , "what dress" , "what up" , "actor up" , "dress up" 
"NUM:period" , "how" , "long" , "do" , "it" , "how long" , "long do" , "how do" , "how it" , "long it" , "do it" 
"NUM:count" , "how" , "much" , "of" , "the" , "how much" , "much of" , "how of" , "how the" , "much the" , "of the" 
"LOC:other" , "what" , "lake" , "be" , "sheboygan" , "what lake" , "lake be" , "what be" , "what sheboygan" , "lake sheboygan" , "be sheboygan" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"NUM:count" , "how" , "many" , "people" , "die" , "how many" , "many people" , "how people" , "how die" , "many die" , "people die" 
"HUM:ind" , "who" , "write" , "the" , "look" , "who write" , "write the" , "who the" , "who look" , "write look" , "the look" 
"HUM:ind" , "what" , "be" , "the" , "name" , "what be" , "be the" , "what the" , "what name" , "be name" , "the name" 
"HUM:ind" , "who" , "claim" , "to" , "have" , "who claim" , "claim to" , "who to" , "who have" , "claim have" , "to have" 
"HUM:ind" , "what" , "honeymooners" , "actress" , "do" , "what honeymooners" , "honeymooners actress" , "what actress" , "what do" , "honeymooners do" , "actress do" 
"HUM:ind" , "what" , "be" , "the" , "role" , "what be" , "be the" , "what the" , "what role" , "be role" , "the role" 
"HUM:ind" , "silly" , "putty" , "be" , "invent" , "silly putty" , "putty be" , "silly be" , "silly invent" , "putty invent" , "be invent" 
"HUM:ind" , "who" , "invent" , "the" , "paper" , "who invent" , "invent the" , "who the" , "who paper" , "invent paper" , "the paper" 
"HUM:ind" , "whom" , "do" , "lauren" , "bacall" , "whom do" , "do lauren" , "whom lauren" , "whom bacall" , "do bacall" , "lauren bacall" 
"NUM:count" , "how" , "many" , "time" , "in" , "how many" , "many time" , "how time" , "how in" , "many in" , "time in" 
"LOC:city" , "what" , "city" , "or" , "state" , "what city" , "city or" , "what or" , "what state" , "city state" , "or state" 
"NUM:period" , "shea" , "and" , "gould" , "have" , "shea and" , "and gould" , "shea gould" , "shea have" , "and have" , "gould have" 
"NUM:date" , "what" , "year" , "do" , "degas" , "what year" , "year do" , "what do" , "what degas" , "year degas" , "do degas" 
"HUM:ind" , "what" , "composer" , "be" , "award" , "what composer" , "composer be" , "what be" , "what award" , "composer award" , "be award" 
"NUM:count" , "how" , "many" , "url" , "extension" , "how many" , "many url" , "how url" , "how extension" , "many extension" , "url extension" 
"NUM:period" , "how" , "long" , "after" , "intercourse" , "how long" , "long after" , "how after" , "how intercourse" , "long intercourse" , "after intercourse" 
"HUM:ind" , "who" , "create" , "the" , "fantastic" , "who create" , "create the" , "who the" , "who fantastic" , "create fantastic" , "the fantastic" 
"HUM:ind" , "who" , "be" , "the" , "composer" , "who be" , "be the" , "who the" , "who composer" , "be composer" , "the composer" 
"LOC:other" , "where" , "be" , "all" , "european" , "where be" , "be all" , "where all" , "where european" , "be european" , "all european" 
"HUM:ind" , "who" , "be" , "the" , "author" , "who be" , "be the" , "who the" , "who author" , "be author" , "the author" 
"HUM:ind" , "what" , "department" , "store" , "heir" , "what department" , "department store" , "what store" , "what heir" , "department heir" , "store heir" 
"LOC:city" , "what" , "be" , "the" , "first" , "what be" , "be the" , "what the" , "what first" , "be first" , "the first" 
"LOC:state" , "what" , "state" , "have" , "the" , "what state" , "state have" , "what have" , "what the" , "state the" , "have the" 
"LOC:state" , "what" , "state" , "end" , "with" , "what state" , "state end" , "what end" , "what with" , "state with" , "end with" 
"NUM:count" , "how" , "many" , "variety" , "of" , "how many" , "many variety" , "how variety" , "how of" , "many of" , "variety of" 
"LOC:other" , "what" , "be" , "the" , "large" , "what be" , "be the" , "what the" , "what large" , "be large" , "the large" 
"NUM:count" , "how" , "many" , "people" , "live" , "how many" , "many people" , "how people" , "how live" , "many live" , "people live" 
"HUM:ind" , "who" , "be" , "camp" , "david" , "who be" , "be camp" , "who camp" , "who david" , "be david" , "camp david" 
